source,source_id,primary_turn_id,atom_id,atom_label,evidence_kind,disposition,decision_or_gate,canonical_task,stage,acceptance,result
user-session-2026-09-17-tournament-01,T01-03,01a0b077-823f-7063-9250-d4124d07c5fd,main,Заголовок и обновление кажутся лишними; название по умолчанию устраивает; дата проведения названа будущей возможностью,self_report,decision_gate,Q-UX-010,GAP-019,7,AT-TRN-024,date_future_unresolved
user-session-2026-09-17-tournament-01,T01-03,01a0b077-823f-7063-9250-d4124d07c5fd,a01,positive default title,self_report,preserve_positive,D36,GAP-019,7,AT-TRN-021,preserve_behavior
user-session-2026-09-17-tournament-01,T01-03,01a0b077-823f-7063-9250-d4124d07c5fd,a02,future date scheduling,self_report,decision_gate,Q-UX-010,GAP-019,7,AT-TRN-024,pending_decision
user-session-2026-09-17-tournament-01,T01-04,01a0b077-823f-7063-9250-d4124d07c5fd,main,Single/Double неясны без размышления о сетке,self_report,needs_bounded_target,D36,GAP-019,7,AT-TRN-024,copy_and_order_pending
user-session-2026-09-17-tournament-01,T01-04,01a0b077-823f-7063-9250-d4124d07c5fd,a01,enable losers bracket instead of Single/Double,self_report,accepted_target,D36,GAP-019,7,AT-TRN-024,target_pending_implementation
user-session-2026-09-17-tournament-01,T01-05,01a0b077-823f-7063-9250-d4124d07c5fd,main,"Участие организатора понятно, но пункт кажется странным",self_report,needs_bounded_target,D36,GAP-019,7,AT-TRN-024,copy_and_order_pending
user-session-2026-09-17-tournament-01,T01-05,01a0b077-823f-7063-9250-d4124d07c5fd,a01,organizer self-participation remains optional,self_report,preserve_existing,D35,GAP-019,7,AT-TRN-003,preserve_behavior
user-session-2026-09-17-tournament-01,T01-06,01a0b077-823f-7063-9250-d4124d07c5fd,main,Пункт согласия и пояснение воспринимаются как шум,self_report,accepted_target,D37,GAP-029,1,AT-UI-INV-001,target_pending_implementation
user-session-2026-09-17-tournament-01,T01-06,01a0b077-823f-7063-9250-d4124d07c5fd,a01,hide consent setting and policy copy,self_report,accepted_target,D37,GAP-029,1,AT-UI-INV-001,target_pending_implementation
user-session-2026-09-17-tournament-01,T01-06,01a0b077-823f-7063-9250-d4124d07c5fd,a02,direct roster default false consent,self_report,accepted_target,D37,GAP-029,1,AT-TRN-022,target_pending_implementation
user-session-2026-09-17-tournament-01,T01-07,01a0b077-823f-7063-9250-d4124d07c5fd,main,Первый экран кажется лишним промежуточным шагом и не показывает этап до готовой сетки,self_report,accepted_target,D36,GAP-019,7,AT-TRN-024,target_pending_implementation
user-session-2026-09-17-tournament-01,T01-07,01a0b077-823f-7063-9250-d4124d07c5fd,a01,rules on first authoritative step,self_report,needs_bounded_target,D36,GAP-019,7,AT-TRN-024,target_pending_implementation
user-session-2026-09-17-tournament-01,T01-07,01a0b077-823f-7063-9250-d4124d07c5fd,a02,visible progress toward bracket,self_report,accepted_target,D36,GAP-019,7,AT-TRN-024,target_pending_implementation
user-session-2026-09-17-tournament-01,T02-01,01a0b08c-ced1-7311-b8cc-b3075954d602,main,После «Создать» открыт второй этап с повторным согласованием правил,self_report,accepted_target,D36,GAP-019,7,AT-TRN-024,target_pending_implementation
user-session-2026-09-17-tournament-01,T02-02,01a0b08c-ced1-7311-b8cc-b3075954d602,main,"Видны summary правил, «Изменить», «Обновить» и пустой состав",image,accepted_target,D36,GAP-019,7,AT-TRN-024,target_pending_implementation
user-session-2026-09-17-tournament-01,T02-03,01a0b08c-ced1-7311-b8cc-b3075954d602,main,"В открытых настройках видны native select, 11 очков, правило преимущества и разница 5",image,accepted_target,D36,GAP-019,7,AT-TRN-024,target_pending_implementation
user-session-2026-09-17-tournament-01,T02-04,01a0b08c-ced1-7311-b8cc-b3075954d602,main,Формат и правило преимущества непонятны; повторение настроек и «Обновить» мешают,self_report,accepted_target,D36,GAP-019,7,AT-TRN-024,target_pending_implementation
user-session-2026-09-17-tournament-01,T02-04,01a0b08c-ced1-7311-b8cc-b3075954d602,a01,single source of rules; later read-only summary,self_report,accepted_target,D36,GAP-019,7,AT-TRN-024,target_pending_implementation
user-session-2026-09-17-tournament-01,T02-04,01a0b08c-ced1-7311-b8cc-b3075954d602,a02,prestart return to edit; no duplicate refresh,self_report,needs_bounded_target,D35,GAP-019,7,AT-TRN-024,target_pending_implementation
user-session-2026-09-17-tournament-01,T02-04,01a0b08c-ced1-7311-b8cc-b3075954d602,a03,advantage rule in player language,self_report,needs_bounded_target,D36,GAP-019,7,AT-TRN-024,target_pending_implementation
user-session-2026-09-17-tournament-01,T02-05,01a0b08c-ced1-7311-b8cc-b3075954d602,main,Есть три отдельных поля добавления и блок «Итоги» до игр,image,accepted_target,D36,GAP-019,7,AT-TRN-024,target_pending_implementation
user-session-2026-09-17-tournament-01,T02-06,01a0b08c-ced1-7311-b8cc-b3075954d602,main,Браузерный системный confirm запрашивает прямое добавление тестового игрока,image,accepted_target,D35,GAP-021,7,AT-TRN-022,target_pending_implementation
user-session-2026-09-17-tournament-01,T02-07,01a0b08c-ced1-7311-b8cc-b3075954d602,main,"Показаны «Игрок добавлен», состав 1 и кнопка «Удалить»",image,accepted_target,D35,GAP-021,7,AT-TRN-022,target_pending_implementation
user-session-2026-09-17-tournament-01,T02-08,01a0b08c-ced1-7311-b8cc-b3075954d602,main,Видны «Построить сетку» и состав 9 с крупными кнопками «Удалить»,image,accepted_target,D35,GAP-021,7,AT-TRN-022,target_pending_implementation
user-session-2026-09-17-tournament-01,T02-09,01a0b08c-ced1-7311-b8cc-b3075954d602,main,До игр показана таблица девяти участников с нулевыми очками и матчами,image,accepted_target,D36,BUG-033,8,AT-TRN-013,target_pending_implementation
user-session-2026-09-17-tournament-01,T02-10,01a0b08c-ced1-7311-b8cc-b3075954d602,main,"Отдельные поля, системный confirm, порядок списка и большие «Удалить» кажутся переусложнением",self_report,accepted_target,D35,GAP-021,7,AT-TRN-022,target_pending_implementation
user-session-2026-09-17-tournament-01,T02-10,01a0b08c-ced1-7311-b8cc-b3075954d602,a01,one roster input and ordered list,self_report,needs_bounded_target,D36,GAP-019,7,AT-TRN-024,target_pending_implementation
user-session-2026-09-17-tournament-01,T02-10,01a0b08c-ced1-7311-b8cc-b3075954d602,a02,guest fallback cannot silently create on typo,self_report,decision_gate,Q-UX-004,GAP-019,7,AT-TRN-024,pending_decision
user-session-2026-09-17-tournament-01,T02-10,01a0b08c-ced1-7311-b8cc-b3075954d602,a03,remove ordinary native confirm; preserve required warning,self_report,accepted_target,D35,GAP-021,7,AT-TRN-022,target_pending_implementation
user-session-2026-09-17-tournament-01,T02-10,01a0b08c-ced1-7311-b8cc-b3075954d602,a04,compact removal with keyboard label,self_report,needs_bounded_target,D36,GAP-019,7,AT-TRN-024,target_pending_implementation
user-session-2026-09-17-tournament-01,T02-11,01a0b08c-ced1-7311-b8cc-b3075954d602,main,Блок «Итоги» до турнира кажется ненужным,self_report,accepted_target,D36,BUG-033,8,AT-TRN-013,target_pending_implementation
user-session-2026-09-17-tournament-01,T02-11,01a0b08c-ced1-7311-b8cc-b3075954d602,a01,hide zero result before play,self_report,accepted_target,D36,BUG-033,8,AT-TRN-013,target_pending_implementation
user-session-2026-09-17-tournament-01,T02-11,01a0b08c-ced1-7311-b8cc-b3075954d602,a02,top3 primary; full summary secondary,self_report,accepted_target,D36,BUG-033,8,AT-TRN-013,target_pending_implementation
user-session-2026-09-17-tournament-01,T03-01,01a0b0a5-0e89-73a0-ac2d-f404aa446c76,main,В диалоге есть компактная и классическая сетка с объяснением,image,preserve_positive,D36,GAP-020,8,AT-TRN-010,explanation_retained
user-session-2026-09-17-tournament-01,T03-02,01a0b0a5-0e89-73a0-ac2d-f404aa446c76,main,К выбору способа замечаний нет кроме иконки заголовка,self_report,preserve_positive,D36,GAP-020,8,AT-TRN-010,explanation_retained
user-session-2026-09-17-tournament-01,T03-02,01a0b0a5-0e89-73a0-ac2d-f404aa446c76,a01,compact/classic explanation positive,self_report,preserve_positive,D36,GAP-020,8,AT-TRN-010,preserve_behavior
user-session-2026-09-17-tournament-01,T03-02,01a0b0a5-0e89-73a0-ac2d-f404aa446c76,a02,context icon refinement,self_report,needs_bounded_target,D36,GAP-020,8,AT-TRN-010,target_pending_implementation
user-session-2026-09-17-tournament-01,T03-03,01a0b0a5-0e89-73a0-ac2d-f404aa446c76,main,"До сетки видны summary, note, success alert, четыре lifecycle buttons и начало roster",image,accepted_target,D36,GAP-019,8,AT-TRN-024,target_pending_implementation
user-session-2026-09-17-tournament-01,T03-04,01a0b0a5-0e89-73a0-ac2d-f404aa446c76,main,Сетка по словам участника видна только на третьем прокручивании,self_report,accepted_target,D36,GAP-019,8,AT-TRN-024,target_pending_implementation
user-session-2026-09-17-tournament-01,T03-04,01a0b0a5-0e89-73a0-ac2d-f404aa446c76,a01,bracket first,self_report,accepted_target,D36,GAP-019,8,AT-TRN-024,target_pending_implementation
user-session-2026-09-17-tournament-01,T03-04,01a0b0a5-0e89-73a0-ac2d-f404aa446c76,a02,compact read-only summary and no roster duplication,self_report,accepted_target,D36,GAP-019,8,AT-TRN-024,target_pending_implementation
user-session-2026-09-17-tournament-01,T03-05,01a0b0a5-0e89-73a0-ac2d-f404aa446c76,main,"До band видны девять seed, поздний add и второй «Изменить способ построения», два select и «Поменять позиции»",image,accepted_target,D36,GAP-019,8,AT-TRN-024,target_pending_implementation
user-session-2026-09-17-tournament-01,T03-06,01a0b0a5-0e89-73a0-ac2d-f404aa446c76,main,"В победительском band есть стрелки, 100%, disabled minus, plus; на показанном участке нет соединительных линий",image,needs_bounded_target,D36,GAP-020,8,AT-TRN-010,geometry_requires_browser
user-session-2026-09-17-tournament-01,T03-06,01a0b0a5-0e89-73a0-ac2d-f404aa446c76,a01,zoom below 100 percent or full overview without illegible text,image,needs_bounded_target,D36,GAP-020,8,AT-TRN-010,target_pending_implementation
user-session-2026-09-17-tournament-01,T03-07,01a0b0a5-0e89-73a0-ac2d-f404aa446c76,main,Рендер connector требует known winnerSide; zoom ограничен 100–150%,source_review,needs_bounded_target,D36,GAP-020,8,AT-TRN-010,geometry_requires_browser
user-session-2026-09-17-tournament-01,T03-07,01a0b0a5-0e89-73a0-ac2d-f404aa446c76,a01,connector render source hypothesis; target potential edges,source_review,hypothesis_reproduce,reproduction_gate,GAP-020,8,AT-TRN-010,reproduce_before_acceptance
user-session-2026-09-17-tournament-01,T03-08,01a0b0a5-0e89-73a0-ac2d-f404aa446c76,main,Отдельный third-place band с навигацией и масштабом; соседний scroll-region визуально обрезает край карточки,image,needs_bounded_target,D36,GAP-020,8,AT-TRN-010,geometry_requires_browser
user-session-2026-09-17-tournament-01,T03-08,01a0b0a5-0e89-73a0-ac2d-f404aa446c76,a01,third-place match remains accessible,image,preserve_existing,D36,GAP-033,8,AT-TRN-010,preserve_behavior
user-session-2026-09-17-tournament-01,T03-08,01a0b0a5-0e89-73a0-ac2d-f404aa446c76,a02,remove redundant separate zoom and arrows for one third-place match; preserve global bracket overview,image,needs_bounded_target,D36,GAP-033,8,AT-TRN-010,target_pending_implementation
user-session-2026-09-17-tournament-01,T03-08,01a0b0a5-0e89-73a0-ac2d-f404aa446c76,a03,clipped neighboring scroll region requires rendered review,image,hypothesis_reproduce,reproduction_gate,GAP-033,8,AT-TRN-010,reproduce_before_acceptance
user-session-2026-09-17-tournament-01,T03-09,01a0b0a5-0e89-73a0-ac2d-f404aa446c76,main,Участник не понимает путь победителей между раундами и просит связи к конкретному месту следующей пары,self_report,needs_bounded_target,D36,GAP-020,8,AT-TRN-010,geometry_requires_browser
user-session-2026-09-17-tournament-01,T03-09,01a0b0a5-0e89-73a0-ac2d-f404aa446c76,a01,potential edges to exact next slots before known winner,self_report,needs_bounded_target,D36,GAP-020,8,AT-TRN-010,target_pending_implementation
user-session-2026-09-17-tournament-01,T03-10,01a0b0a5-0e89-73a0-ac2d-f404aa446c76,main,"Изменение способа, seed selectors, поздний add, третье место controls и избыток кнопок воспринимаются как лишние",self_report,accepted_target,D36,GAP-019,8,AT-TRN-024,target_pending_implementation
user-session-2026-09-17-tournament-01,T03-10,01a0b0a5-0e89-73a0-ac2d-f404aa446c76,a01,seed/swap/late add/method change preserved in context,self_report,preserve_existing,D35,GAP-019,8,AT-TRN-006,preserve_behavior
user-session-2026-09-17-tournament-01,T03-10,01a0b0a5-0e89-73a0-ac2d-f404aa446c76,a02,cancel/dissolve/back have explicit consequences,self_report,accepted_target,D35,BUG-032,8,AT-TRN-007,target_pending_implementation
user-session-2026-09-17-tournament-01,T03-10,01a0b0a5-0e89-73a0-ac2d-f404aa446c76,a03,"cancel confirmation sheet is a presentation proposal, safeguard required",self_report,needs_bounded_target,D35,BUG-032,8,AT-TRN-014,target_pending_implementation
user-session-2026-09-17-tournament-01,T03-10,01a0b0a5-0e89-73a0-ac2d-f404aa446c76,a04,third-place match remains reachable; redundant local controls can be removed,self_report,needs_bounded_target,D36,GAP-033,8,AT-TRN-010,target_pending_implementation
user-session-2026-09-17-tournament-01,T03-10,01a0b0a5-0e89-73a0-ac2d-f404aa446c76,a05,use nonblocking snackbar or no redundant success alert; keep errors visible,self_report,needs_bounded_target,D36,GAP-019,8,AT-TRN-024,target_pending_implementation
user-session-2026-09-17-tournament-01,T03-11,01a0b0a5-0e89-73a0-ac2d-f404aa446c76,main,Сообщено об ощущении перекрытия сетки блоком третьего места при прокрутке вверх,self_report,needs_bounded_target,D36,GAP-020,8,AT-TRN-010,geometry_requires_browser
user-session-2026-09-17-tournament-01,T03-11,01a0b0a5-0e89-73a0-ac2d-f404aa446c76,a01,"scroll overlap is hypothesis, reproduce first",self_report,hypothesis_reproduce,reproduction_gate,GAP-020,8,AT-TRN-010,reproduce_before_acceptance
user-session-2026-09-17-tournament-01,T04-01,01a0b0bb-e589-7a12-8c1d-e1f41ac255a0,main,"Виден статус «Идёт», «Турнир стартовал», текущие матчи и повторные summary/note",image,accepted_target,D36,GAP-019,8,AT-TRN-024,target_pending_implementation
user-session-2026-09-17-tournament-01,T04-02,01a0b0bb-e589-7a12-8c1d-e1f41ac255a0,main,Участник сообщил о старте и проведении матча; вход в матч из сетки удобен,self_report,accepted_target,D36,GAP-019,8,AT-TRN-024,target_pending_implementation
user-session-2026-09-17-tournament-01,T04-02,01a0b0bb-e589-7a12-8c1d-e1f41ac255a0,a01,bracket to match is positive and returns to same bracket,self_report,preserve_positive,D36,GAP-030,8,AT-HOME-003,preserve_behavior
user-session-2026-09-17-tournament-01,T04-03,01a0b0bb-e589-7a12-8c1d-e1f41ac255a0,main,Текущие матчи показаны отдельным списком и в сетке с действиями «Судить»,image,accepted_target,D36,GAP-019,8,AT-TRN-024,target_pending_implementation
user-session-2026-09-17-tournament-01,T04-04,01a0b0bb-e589-7a12-8c1d-e1f41ac255a0,main,"Видны счёт, победители, fate icons, «Открыть» и готовый финал с «Судить»",image,needs_bounded_target,D36,GAP-020,8,AT-TRN-010,geometry_requires_browser
user-session-2026-09-17-tournament-01,T04-05,01a0b0bb-e589-7a12-8c1d-e1f41ac255a0,main,Иконки исходов неясны и по словам участника сдвигают очки; путь победителя не виден,self_report,needs_bounded_target,D36,GAP-020,8,AT-TRN-010,geometry_requires_browser
user-session-2026-09-17-tournament-01,T04-05,01a0b0bb-e589-7a12-8c1d-e1f41ac255a0,a01,clear outcome icon and stable score,self_report,needs_bounded_target,D36,GAP-020,8,AT-TRN-010,target_pending_implementation
user-session-2026-09-17-tournament-01,T04-05,01a0b0bb-e589-7a12-8c1d-e1f41ac255a0,a02,winner path to next exact slot,self_report,needs_bounded_target,D36,GAP-020,8,AT-TRN-010,target_pending_implementation
user-session-2026-09-17-tournament-01,T04-06,01a0b0bb-e589-7a12-8c1d-e1f41ac255a0,main,Открытие сетки не переводит к рабочему этапу и матчу,self_report,needs_bounded_target,D36,GAP-020,8,AT-TRN-010,geometry_requires_browser
user-session-2026-09-17-tournament-01,T04-06,01a0b0bb-e589-7a12-8c1d-e1f41ac255a0,a01,viewport closest ready in minimum unfinished stage,self_report,needs_bounded_target,D36,GAP-020,8,AT-TRN-009,target_pending_implementation
user-session-2026-09-17-tournament-01,T04-06,01a0b0bb-e589-7a12-8c1d-e1f41ac255a0,a02,does not prohibit parallel ready matches or steal keyboard focus,self_report,preserve_existing,D36,GAP-020,8,AT-TRN-009,preserve_behavior
user-session-2026-09-17-tournament-01,T04-07,01a0b0bb-e589-7a12-8c1d-e1f41ac255a0,main,Поздние раунды уходят вниз на мобильном,self_report,needs_bounded_target,D36,GAP-020,8,AT-TRN-010,geometry_requires_browser
user-session-2026-09-17-tournament-01,T04-07,01a0b0bb-e589-7a12-8c1d-e1f41ac255a0,a01,late vertical drift and alignment,self_report,needs_bounded_target,D36,GAP-020,8,AT-TRN-010,target_pending_implementation
user-session-2026-09-17-tournament-01,T04-07,01a0b0bb-e589-7a12-8c1d-e1f41ac255a0,a02,fullscreen bracket view,self_report,needs_bounded_target,D36,GAP-020,8,AT-TRN-010,target_pending_implementation
user-session-2026-09-17-tournament-01,T04-08,01a0b0bb-e589-7a12-8c1d-e1f41ac255a0,main,Виден статус «Завершён» и имя чемпиона,image,accepted_target,D36,BUG-033,8,AT-TRN-013,target_pending_implementation
user-session-2026-09-17-tournament-01,T04-08,01a0b0bb-e589-7a12-8c1d-e1f41ac255a0,a01,finished champion positive; stopped tournament has no champion,image,accepted_target,D36,BUG-033,8,AT-TRN-012,target_pending_implementation
user-session-2026-09-17-tournament-01,T04-09,01a0b0bb-e589-7a12-8c1d-e1f41ac255a0,main,Виден app summary девяти сыгранных матчей; очки мест 1/2/3 — 21/11/27,image,accepted_target,D36,BUG-033,8,AT-TRN-013,target_pending_implementation
user-session-2026-09-17-tournament-01,T04-09,01a0b0bb-e589-7a12-8c1d-e1f41ac255a0,a01,"21/11/27 are distinct game-point sums, not ranking proof",image,preserve_existing,D36,BUG-033,8,AT-TRN-013,preserve_behavior
user-session-2026-09-17-tournament-01,T04-10,01a0b0bb-e589-7a12-8c1d-e1f41ac255a0,main,Третье место с большим числом очков чем первое воспринимается странно,self_report,accepted_target,D36,BUG-033,8,AT-TRN-013,target_pending_implementation
user-session-2026-09-17-tournament-01,T04-10,01a0b0bb-e589-7a12-8c1d-e1f41ac255a0,a01,placement and point sum are distinct metrics,self_report,accepted_target,D36,BUG-033,8,AT-TRN-013,target_pending_implementation
user-session-2026-09-17-tournament-01,T04-10,01a0b0bb-e589-7a12-8c1d-e1f41ac255a0,a02,full stats remain secondary,self_report,accepted_target,D36,BUG-033,8,AT-TRN-013,target_pending_implementation
user-session-2026-09-17-tournament-01,T04-11,01a0b0bb-e589-7a12-8c1d-e1f41ac255a0,main,Финал расположен низко; при текущем горизонтальном положении карточки частично обрезаны слева,image,needs_bounded_target,D36,GAP-020,8,AT-TRN-010,geometry_requires_browser
user-session-2026-09-17-tournament-01,T04-12,01a0b0bb-e589-7a12-8c1d-e1f41ac255a0,main,Поздние раунды получают растущий paddingTop; автоматического перехода к готовому матчу в band нет,source_review,needs_bounded_target,D36,GAP-020,8,AT-TRN-010,geometry_requires_browser
user-session-2026-09-17-tournament-01,T05-01,01a0b0c0-83af-7be2-b378-eb3eab7871c6,main,Участник попросил остановить ревью и передать написанное оркестратору,self_report,context_evidence,D36,TECH-008,0,evidence_only,no_implementation_task
user-session-2026-09-17-tournament-01,T05-02,01a0b0c0-83af-7be2-b378-eb3eab7871c6,main,Участник отдельно попросил зафиксировать откладывание приглашений на участие,self_report,accepted_target,D37,GAP-029,1,AT-UI-INV-001,target_pending_implementation
user-session-2026-09-17-tournament-01,T05-02,01a0b0c0-83af-7be2-b378-eb3eab7871c6,a01,invitation response scenario untested,self_report,context_evidence,D37,TECH-008,0,evidence_only,target_pending_implementation
expert-stage-08,BUG-018,expert_package,main,Выбор игрока с клавиатуры сохраняет доступную активную опцию и фокус,expert_review,reconciled_target,existing_ADR_and_AT,BUG-018,3,AT-MATCH-013,historical_target_reconciled_not_implemented
expert-stage-08,BUG-019,expert_package,main,Поле выбора и активный вариант видимы над клавиатурой и safe area,expert_review,superseded_target,D36,BUG-019,3,AT-MATCH-016;AT-MATCH-013,historical_target_reconciled_not_implemented
expert-stage-08,BUG-020,expert_package,main,Фокус и выбранное состояние имеют согласованные границы,expert_review,reconciled_target,existing_ADR_and_AT,BUG-020,3,AT-AUTH-009,historical_target_reconciled_not_implemented
expert-stage-08,BUG-021,expert_package,main,Ошибка построения сетки видна в открытом диалоге,expert_review,reconciled_target,existing_ADR_and_AT,BUG-021,3,AT-TRN-001,historical_target_reconciled_not_implemented
expert-stage-08,BUG-022,expert_package,main,Действия диалога честно показывают доступность во время запроса,expert_review,decision_gate,existing_ADR_and_AT,BUG-022,3,AT-TRN-004,pending_decision
expert-stage-08,BUG-023,expert_package,main,Поиск игрока принимает имя и фамилию в любом порядке,expert_review,reconciled_target,existing_ADR_and_AT,BUG-023,3,AT-MATCH-016,historical_target_reconciled_not_implemented
expert-stage-08,GAP-013,expert_package,main,Состав матча предшествует редким настройкам,expert_review,superseded_target,D36,GAP-013,5,AT-MATCH-016;AT-MATCH-013;AT-AUTH-009;AT-UI-INV-001,historical_target_reconciled_not_implemented
expert-stage-08,BUG-024,expert_package,main,Ошибка и подписи полей счёта читаются в тёмном режиме,expert_review,reconciled_target,existing_ADR_and_AT,BUG-024,3,AT-MATCH-007,historical_target_reconciled_not_implemented
expert-stage-08,BUG-025,expert_package,main,"Селектор игроков различает загрузку, пустой результат и ошибку",expert_review,reconciled_target,existing_ADR_and_AT,BUG-025,3,AT-TRN-004;AT-TEAM-001,historical_target_reconciled_not_implemented
expert-stage-08,BUG-026,expert_package,main,Отправленная конфигурация не расходится с редактируемой формой,expert_review,reconciled_target,existing_ADR_and_AT,BUG-026,3,AT-MATCH-017;AT-TRN-004,historical_target_reconciled_not_implemented
expert-stage-08,BUG-027,expert_package,main,Выход при первом пароле завершает текущую сессию,expert_review,reconciled_target,existing_ADR_and_AT,BUG-027,3,AT-AUTH-001,historical_target_reconciled_not_implemented
expert-stage-08,BUG-028,expert_package,main,Ошибки авторизации дают понятное исправление и сохраняют фокус,expert_review,reconciled_target,existing_ADR_and_AT,BUG-028,3,AT-AUTH-003,historical_target_reconciled_not_implemented
expert-stage-08,GAP-014,expert_package,main,В обучении каждое действие имеет отдельный смысл,expert_review,reconciled_target,existing_ADR_and_AT,GAP-014,13,AT-ONB-003,historical_target_reconciled_not_implemented
expert-stage-08,GAP-015,expert_package,main,Главная сначала показывает действие у стола и текущий статус ведения,expert_review,superseded_target,D36,GAP-015,2,AT-HOME-003;AT-HOME-001;AT-EMPTY-001;AT-VIS-001,historical_target_reconciled_not_implemented
expert-stage-08,GAP-016,expert_package,main,Описание проблемы в помощи поддерживает несколько строк,expert_review,reconciled_target,existing_ADR_and_AT,GAP-016,13,AT-AUTH-009,historical_target_reconciled_not_implemented
expert-stage-08,BUG-029,expert_package,main,Не предлагать повтор уже сохранённого очка после потери ответа,expert_review,reconciled_target,existing_ADR_and_AT,BUG-029,4,AT-JUDGE-007,historical_target_reconciled_not_implemented
expert-stage-08,GAP-017,expert_package,main,Следующее действие матча соответствует состоянию и правам,expert_review,superseded_target,D36,GAP-017,6,AT-UI-INV-001;AT-HOME-003;AT-MATCH-013,historical_target_reconciled_not_implemented
expert-stage-08,GAP-018,expert_package,main,Повторно открыть игровые приглашения только по отдельному решению,expert_review,superseded_target,Q-UX-011,GAP-018,0,AT-UI-INV-001,historical_target_reconciled_not_implemented
expert-stage-08,BUG-030,expert_package,main,Отмена матча имеет правильное название и необязательную причину,expert_review,reconciled_target,existing_ADR_and_AT,BUG-030,6,AT-MATCH-CANCEL-001,historical_target_reconciled_not_implemented
expert-stage-08,BUG-031,expert_package,main,Ручная коррекция счёта сохраняет управляемый фокус,expert_review,reconciled_target,existing_ADR_and_AT,BUG-031,4,AT-JUDGE-010,historical_target_reconciled_not_implemented
expert-stage-08,BUG-032,expert_package,main,"Подтверждать последствия отмены турнира, роспуска и выхода из готовой сетки",expert_review,reconciled_target,existing_ADR_and_AT,BUG-032,8,AT-TRN-007,historical_target_reconciled_not_implemented
expert-stage-08,BUG-033,expert_package,main,Показывать итог турнира только после возникновения результата,expert_review,superseded_target,D36,BUG-033,8,AT-TRN-012;AT-TRN-013,historical_target_reconciled_not_implemented
expert-stage-08,GAP-019,expert_package,main,Собрать экран турнира вокруг состава и ближайшей игровой задачи,expert_review,superseded_target,D36,GAP-019,7,AT-TRN-024;AT-TRN-022;AT-TRN-012;AT-UI-INV-001;AT-TRN-004,historical_target_reconciled_not_implemented
expert-stage-08,GAP-020,expert_package,main,Дать более компактный обзор сетки без уменьшения читаемости,expert_review,reconciled_target,existing_ADR_and_AT,GAP-020,8,AT-TRN-009,historical_target_reconciled_not_implemented
expert-stage-08,GAP-021,expert_package,main,Убрать лишнее подтверждение обычного прямого добавления в состав,expert_review,reconciled_target,existing_ADR_and_AT,GAP-021,7,AT-TRN-022,historical_target_reconciled_not_implemented
expert-stage-08,GAP-023,expert_package,main,Называть действия ведения игры понятными словами,expert_review,reconciled_target,existing_ADR_and_AT,GAP-023,6,AT-JUDGE-002,historical_target_reconciled_not_implemented
expert-stage-08,GAP-022,expert_package,main,"Открывать команды через список, сохранив одну встроенную форму создания",expert_review,reconciled_target,existing_ADR_and_AT,GAP-022,9,AT-TEAM-001,historical_target_reconciled_not_implemented
expert-stage-08,BUG-034,expert_package,main,Ошибка настройки команды видна рядом с сохранением,expert_review,reconciled_target,existing_ADR_and_AT,BUG-034,9,AT-TEAM-001,historical_target_reconciled_not_implemented
expert-stage-08,BUG-035,expert_package,main,Подтверждать исключение участника и передачу капитанства,expert_review,reconciled_target,existing_ADR_and_AT,BUG-035,9,AT-TEAM-001,historical_target_reconciled_not_implemented
expert-stage-08,GAP-024,expert_package,main,История показывает участников и контекст найденного события,expert_review,reconciled_target,existing_ADR_and_AT,GAP-024,10,AT-VIS-003;AT-VIS-001,historical_target_reconciled_not_implemented
expert-stage-08,BUG-036,expert_package,main,Ошибка редактирования профиля привязана к полю и сохраняет попытку,expert_review,reconciled_target,existing_ADR_and_AT,BUG-036,10,AT-PROFILE-001;AT-PROFILE-004,historical_target_reconciled_not_implemented
expert-stage-08,BUG-037,expert_package,main,Прочитанное уведомление сразу покидает фильтр «Актуальные»,expert_review,superseded_target,D37,BUG-037,10,AT-UI-INV-002;AT-NOTIF-001;AT-NOTIF-004,historical_target_reconciled_not_implemented
expert-stage-08,GAP-025,expert_package,main,Определить и реализовать предусмотренный аватар команды,expert_review,decision_gate,existing_ADR_and_AT,GAP-025,9,AT-TEAM-001,pending_decision
expert-stage-08,GAP-026,expert_package,main,Карточка аккаунта с безопасной историей действий,expert_review,reconciled_target,existing_ADR_and_AT,GAP-026,11,AT-ADM-003,historical_target_reconciled_not_implemented
expert-stage-08,GAP-027,expert_package,main,Каталог администрирования начинается с поиска пользователей,expert_review,reconciled_target,existing_ADR_and_AT,GAP-027,11,AT-ADM-001,historical_target_reconciled_not_implemented
expert-stage-08,BUG-038,expert_package,main,Неопределённый результат сброса пароля выдаётся за обычную ошибку,expert_review,reconciled_target,existing_ADR_and_AT,BUG-038,12,AT-AUTH-007,historical_target_reconciled_not_implemented
expert-stage-08,GAP-028,expert_package,main,Минимальный доступ администратора к аварийному завершению по ID,expert_review,decision_gate,existing_ADR_and_AT,GAP-028,11,AT-ADM-MATCH-001,pending_decision
expert-stage-08,BUG-039,expert_package,main,Сверка ручной коррекции после потери ответа,expert_review,reconciled_target,existing_ADR_and_AT,BUG-039,4,AT-JUDGE-010;AT-JUDGE-009;AT-JUDGE-002;AT-JUDGE-004,historical_target_reconciled_not_implemented
